year,superregion2,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2010,FSU,1,0,999,2,101.46779,63.741684,81.748062,14.580942,43.824554,167.66238,52.955807,74.312706,887.57245,3459.9658,140.34065
2010,FSU,1,0,999,3,93.90818,60.942192,53.541412,15.505219,49.620811,144.54306,70.848137,77.787468,932.24597,3576.8215,161.26677
2010,FSU,1,0,999,999,95.480888,61.478153,70.89975,14.903165,48.190792,151.33908,66.212975,76.769501,921.63171,3542.197,154.91483
2010,FSU,1,1,0,1,99.843552,132.54405,262.77463,3.6129186,55.9702,62.728416,28.499674,74.192886,701.2326,3433.8142,100.13182
2010,FSU,1,1,0,2,110.31042,139.05054,88.661919,5.537919,48.465763,60.213531,25.631834,75.022438,668.66687,3464.8896,102.95636
2010,FSU,1,1,0,3,103.74719,134.23668,57.208607,5.946825,54.570522,51.189896,33.770332,77.955971,694.66162,3568.2678,118.1944
2010,FSU,1,1,0,999,104.96835,135.20255,76.510567,5.7161937,53.300846,53.882675,31.649694,77.079842,689.29181,3537.2822,113.73244
2010,FSU,1,1,1,1,98.877243,135.09624,176.37508,3.3968291,62.663757,70.308739,34.067932,78.051971,745.70441,3471.8621,102.70335
2010,FSU,1,1,1,2,111.35689,145.47891,56.650009,4.1451054,54.373989,66.997131,31.642618,79.707436,723.86749,3543.8391,107.53904
2010,FSU,1,1,1,3,103.31101,137.84459,31.631994,4.6062112,60.678471,57.99612,42.174992,82.87986,759.49396,3658.5752,123.60841
2010,FSU,1,1,1,999,104.68796,139.22006,43.409317,4.4581008,59.52914,60.353237,39.714752,82.026001,751.81665,3627.1216,119.45118
2010,FSU,1,1,999,1,99.267616,134.0652,211.27919,3.4841261,59.959667,67.246407,31.818443,76.492966,727.73853,3456.4915,101.6645
2010,FSU,1,1,999,2,110.96409,143.06596,68.665977,4.6679106,52.156281,64.450844,29.386414,77.948875,703.14746,3514.2046,105.81889
2010,FSU,1,1,999,3,103.45796,136.62904,40.248985,5.0578761,58.620647,55.703041,39.343388,81.220963,737.65137,3628.1497,121.78439
2010,FSU,1,1,999,999,104.78561,137.82082,54.938076,4.8962789,57.359905,58.099621,36.905792,80.303314,730.04004,3595.8315,117.45942
2010,FSU,1,999,0,1,98.124039,113.03583,270.5184,5.0653768,52.507153,88.707275,34.631367,73.37854,748.45459,3422.4573,107.2287
2010,FSU,1,999,0,2,107.91304,119.3008,91.268829,8.7321882,46.380054,84.105438,30.702843,74.147881,713.03345,3446.4746,111.05955
2010,FSU,1,999,0,3,101.47275,116.15985,60.678711,9.2957449,52.399055,70.603951,40.024277,77.138519,738.81042,3549.2397,126.76822
2010,FSU,1,999,0,999,102.71246,116.67265,80.470398,8.9086752,51.054333,74.750221,37.599304,76.235497,733.61694,3518.3586,122.03793
2010,FSU,1,999,1,1,97.288162,116.89546,183.77496,4.6251287,59.472805,98.274124,41.107143,77.304146,794.15259,3464.5825,110.18821
2010,FSU,1,999,1,2,109.21199,127.35867,59.620132,5.9492354,52.549351,91.905388,37.63142,78.917686,767.92102,3535.5271,115.83218
2010,FSU,1,999,1,3,101.24993,121.61498,34.048725,6.3889003,58.823574,78.116547,49.708157,82.195412,803.27039,3652.103,132.60548
2010,FSU,1,999,1,999,102.64297,122.52888,46.464939,6.2150497,57.604946,81.849991,46.880917,81.30307,795.77997,3619.7031,128.16681
2010,FSU,1,999,999,1,97.631302,115.31102,219.38445,4.8058567,56.613297,94.346786,38.448738,75.692619,775.39282,3447.2893,108.97328
2010,FSU,1,999,999,2,108.71348,124.26619,71.766418,7.0172901,50.181671,88.911888,34.97234,77.087112,746.85602,3501.3503,114.00052
2010,FSU,1,999,999,3,101.32663,119.73715,43.215607,7.3895278,56.612049,75.530472,46.374657,80.454666,781.08124,3616.6941,130.59612
2010,FSU,1,999,999,999,102.66771,120.444,58.571205,7.1740055,55.272865,79.322403,43.576572,79.498962,773.64935,3583.6235,125.98486
2010,FSU,999,0,0,1,87.630081,57.835068,296.11505,9.3903332,43.120285,181.39362,50.3866,72.136269,831.24036,3339.2363,126.14317
2010,FSU,999,0,0,2,94.863914,60.342037,101.14462,18.754335,40.852608,174.57883,44.522415,72.742683,799.8512,3343.0129,133.69347
2010,FSU,999,0,0,3,88.766685,58.089687,72.339447,20.698956,46.256935,149.29964,58.525177,75.690987,834.39374,3444.2356,152.36078
2010,FSU,999,0,0,999,90.114151,58.598484,94.004211,19.489977,44.785919,157.34364,54.712967,74.765396,826.11951,3413.5957,146.25262
2010,FSU,999,0,1,1,86.832375,59.744629,209.54355,8.7591896,49.979595,208.36186,61.41618,76.147041,892.28552,3391.0088,132.28032
