year,superregion2,female,age,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2010,HIC,0,37,999,2,114.77915,128.73598,26.282692,6.5820947,67.154755,200.98813,33.238182,71.757355,813.39063,3243.8503,144.63623
2010,HIC,0,37,999,3,95.404434,129.55614,23.636127,5.3801136,62.238483,233.89494,46.908905,73.003082,839.97424,3275.0132,148.60431
2010,HIC,0,37,999,999,100.31295,128.90538,24.388456,5.6631374,63.666927,226.24823,42.827332,72.608444,831.23907,3264.1853,147.39639
2010,HIC,0,42,0,1,117.60688,128.00325,26.251532,4.6145749,66.673088,194.73094,21.55904,71.186752,779.23773,3242.2671,113.62196
2010,HIC,0,42,0,2,133.91667,140.15047,25.219591,5.7438231,64.845337,161.02962,27.09288,72.589005,812.69855,3314.1965,115.1423
2010,HIC,0,42,0,3,111.31285,140.74246,23.000986,4.9774733,59.929523,191.83102,39.800468,74.441032,842.9975,3354.8672,119.18831
2010,HIC,0,42,0,999,117.36416,140.1015,23.695948,5.1605225,61.451763,184.02544,35.834358,73.840141,832.76343,3340.093,117.93479
2010,HIC,0,42,1,1,108.95869,129.7697,27.664337,5.280611,70.307091,225.58794,27.250784,70.855042,786.77765,3264.8059,143.12889
2010,HIC,0,42,1,2,124.22318,142.46198,27.92695,6.9655261,68.680153,186.04417,34.543079,72.07682,823.9071,3328.2524,146.26198
2010,HIC,0,42,1,3,103.68969,143.0705,25.146946,5.5991325,63.726799,212.72832,46.95414,73.564827,849.97528,3357.1702,149.37094
2010,HIC,0,42,1,999,108.66815,142.4713,25.882961,5.9074302,65.110191,206.93571,43.377407,73.124054,841.7132,3347.24,148.43007
2010,HIC,0,42,999,1,110.94914,129.36314,27.339167,5.127317,69.470695,218.48593,25.940781,70.931389,785.04224,3259.6184,136.33762
2010,HIC,0,42,999,2,126.42871,141.93605,27.310951,6.6875548,67.807625,180.35268,32.847954,72.193359,821.35687,3325.0544,139.1814
2010,HIC,0,42,999,3,105.25175,142.59344,24.707214,5.4717474,62.948692,208.44623,45.488274,73.744362,848.54541,3356.698,143.18619
2010,HIC,0,42,999,999,110.50471,141.97081,25.421076,5.7496867,64.337555,202.09718,41.784348,73.275291,839.82306,3345.7307,141.98961
2010,HIC,0,47,0,1,126.58443,136.60356,27.41704,4.6514802,67.176643,176.84355,21.526476,71.709808,784.77515,3297.1182,113.43748
2010,HIC,0,47,0,2,143.99538,149.36574,26.37723,5.8197832,64.73185,146.41449,26.959425,73.243233,818.48016,3380.2559,115.07365
2010,HIC,0,47,0,3,119.34881,149.69415,24.137506,5.0412593,60.107563,174.34447,39.370064,75.146851,848.49103,3414.1096,119.43568
2010,HIC,0,47,0,999,125.79932,149.12503,24.82118,5.2220235,61.530205,167.43242,35.593941,74.541611,838.59503,3401.2688,118.11864
2010,HIC,0,47,1,1,117.23512,138.50372,28.811785,5.3037205,70.62265,204.72447,27.226612,71.677032,792.25989,3310.6609,142.62206
